value,type,filename,urban,ynm,attended,level,numerical,inadequate,urban.inadequate,rural.inadequate
cement blocks,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
dirt,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
bricks,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
uncovered adobe,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
stone with lime / cement,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
stone with mud,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
bamboo with mud,wall,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
ceramic / marble tiles,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
cement,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
wall to wall carpet,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
vinyl,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
earth / sand,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
wood planks,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
missing,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
other,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
parquet or polished wood,floor,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
piped into dwelling,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,0,0
"tube well, borehole",water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,0
public tap / standpipe,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,0
"piped into compound, yard or plot",water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,0,0
piped to neighbor,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,0
protected well,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,0
bottled water,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,0,0
protected spring,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,0
cart with small tank / drum,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to somewhere else,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
NAN,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to pit latrine (bayara),toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
missing,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
flush to unknown place / not sure / dk where,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
"no facility, bush, field",toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
bucket,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
ventilated improved pit latrine (vip),toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,1,NAN,NAN
NAN,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Egypt (Sub-national)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Egypt (Sub-national)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Egypt (Sub-national)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Egypt (Sub-national)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Egypt (Sub-national)_MICS5_Datasets,,,NAN,,NAN,NAN,NAN,NAN
NAN,school,Egypt (Sub-national)_MICS5_Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Egypt (Sub-national)_MICS5_Datasets,,,0,,NAN,NAN,NAN,NAN
upper egypt expansion,urban.rural,Egypt (Sub-national)_MICS5_Datasets,NAN,,,,NAN,NAN,NAN,NAN
upper egypt pilot,urban.rural,Egypt (Sub-national)_MICS5_Datasets,NAN,,,,NAN,NAN,NAN,NAN
other,water,Egypt (Sub-national)_MICS5_Datasets,,,,,FALSE,NAN,NAN,NAN
preparatory,school,Egypt (Sub-national)_MICS5_Datasets,,,,secondary,NAN,NAN,NAN,NAN
preschool,school,Egypt (Sub-national)_MICS5_Datasets,,,,preschool,NAN,NAN,NAN,NAN
NAN,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Egypt (Sub-national)_MICS5_Datasets,,NAN,,,NAN,NAN,NAN,NAN
primary,school,Egypt (Sub-national)_MICS5_Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Egypt (Sub-national)_MICS5_Datasets,,,1,,NAN,NAN,NAN,NAN
secondary,school,Egypt (Sub-national)_MICS5_Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Egypt (Sub-national)_MICS5_Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Egypt (Sub-national)_MICS5_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Gambia MICS 2005-6 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Gambia MICS 2005-6 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Gambia MICS 2005-6 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Gambia MICS 2005-6 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
day care center,school,Gambia MICS 2005-6 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
dk,school,Gambia MICS 2005-6 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
missing,attended,Gambia MICS 2005-6 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
rural,urban.rural,Gambia MICS 2005-6 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
missing,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
higher,school,Gambia MICS 2005-6 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
cement blocks,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cane/palm/trunks,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bambo/krinting with mud,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
cement,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
dirt,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
stone with mud,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bricks,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
plywood,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
carton,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
stone with lime/cement,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
missing,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
reused wood,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
no walls,wall,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
cement,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
earth/sand,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
wood planks,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
dung,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
missing,floor,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
piped into yard or plot,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,0,0
piped into dwelling,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,0,0
bottled water,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,0,0
public tap/standpipe,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,0
tubewell/borehole,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected well,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,1
protected well,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,0
rainwater collection,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,1
tanker-truck,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,1
surface water,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
no facilities or bush or field,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to pit (latrine),toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to unknown place/not sure/dk where,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
ventilated improved pit latrine (vip),toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
pit latrine without slab/open pit,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bucket,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to somewhere else,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Gambia MICS 2005-6 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Gambia MICS 2005-6 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Gambia MICS 2005-6 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Gambia MICS 2005-6 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
madrasa primary,school,Gambia MICS 2005-6 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
madrasa secondary,school,Gambia MICS 2005-6 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
NAN,attended,Gambia MICS 2005-6 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Gambia MICS 2005-6 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
NAN,school,Gambia MICS 2005-6 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Gambia MICS 2005-6 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
non-standard curriculum,school,Gambia MICS 2005-6 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
other,water,Gambia MICS 2005-6 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
missing,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
urban,urban.rural,Gambia MICS 2005-6 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
NAN,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Gambia MICS 2005-6 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool/kindergarten,school,Gambia MICS 2005-6 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Gambia MICS 2005-6 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Gambia MICS 2005-6 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
secondary,school,Gambia MICS 2005-6 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Gambia MICS 2005-6 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Gambia MICS 2005-6 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
vocational,school,Gambia MICS 2005-6 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
1,ynm,Georgia MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Georgia MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Georgia MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Georgia MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Georgia MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
missing,attended,Georgia MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
rural,urban.rural,Georgia MICS 2005 SPSS Datasets,0,,,,NAN,NAN,NAN,NAN
higher,school,Georgia MICS 2005 SPSS Datasets,,,,higher,NAN,NAN,NAN,NAN
cement,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
cement blocks,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
stone with lime/cement,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
bricks,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
covered adobe,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
reused wood,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
wood planks/shingles,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
uncovered adobe,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
dirt,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
missing,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
plywood,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
bambo with mud,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
cane/palm/trunks,wall,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
parquet or polished wood,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
cement,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
wood planks,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
earth/sand,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
vinyl or asphalt strips,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
ceramic tiles,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
missing,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
carpet,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
palm/bamboo,floor,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
piped into dwelling,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
piped into yard or plot,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
tubewell/borehole,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
public tap/standpipe,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
protected spring,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
protected well,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,0
unprotected spring,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
unprotected well,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
tanker-truck,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
surface water,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
cart with small tank/drum,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
bottled water,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,0,0
rainwater collection,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,1,1
flush to piped sewer system,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
NAN,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
flush to pit (latrine),toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine with slab,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab/open pit,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
ventilated improved pit latrine (vip),toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to septic tank,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
flush to somewhere else,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
flush to unknown place/not sure/dk where,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
missing,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
composting toilet,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,0,NAN,NAN
bucket,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,1,NAN,NAN
other,toilets,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
NAN,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
2,ynm,Georgia MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Georgia MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Georgia MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
2,ynm,Georgia MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
NAN,attended,Georgia MICS 2005 SPSS Datasets,,,NAN,,NAN,NAN,NAN,NAN
missing,school,Georgia MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
NAN,school,Georgia MICS 2005 SPSS Datasets,,,,NAN,NAN,NAN,NAN,NAN
3,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
3,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
no,attended,Georgia MICS 2005 SPSS Datasets,,,0,,NAN,NAN,NAN,NAN
other,water,Georgia MICS 2005 SPSS Datasets,,,,,FALSE,NAN,NAN,NAN
missing,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
other standard curriculum,school,Georgia MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
urban,urban.rural,Georgia MICS 2005 SPSS Datasets,1,,,,NAN,NAN,NAN,NAN
NAN,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
NAN,ynm,Georgia MICS 2005 SPSS Datasets,,NAN,,,NAN,NAN,NAN,NAN
preschool/kindergarten,school,Georgia MICS 2005 SPSS Datasets,,,,preschool,NAN,NAN,NAN,NAN
primary,school,Georgia MICS 2005 SPSS Datasets,,,,primary,NAN,NAN,NAN,NAN
yes,attended,Georgia MICS 2005 SPSS Datasets,,,1,,NAN,NAN,NAN,NAN
secondary,school,Georgia MICS 2005 SPSS Datasets,,,,secondary,NAN,NAN,NAN,NAN
no,ynm,Georgia MICS 2005 SPSS Datasets,,0,,,NAN,NAN,NAN,NAN
yes,ynm,Georgia MICS 2005 SPSS Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Ghana (Accra)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Ghana (Accra)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Ghana (Accra)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
1,ynm,Ghana (Accra)_MICS4_Datasets,,1,,,NAN,NAN,NAN,NAN
dk,school,Ghana (Accra)_MICS4_Datasets,,,,NAN,NAN,NAN,NAN,NAN
missing,attended,Ghana (Accra)_MICS4_Datasets,,,NAN,,NAN,NAN,NAN,NAN
higher,school,Ghana (Accra)_MICS4_Datasets,,,,higher,NAN,NAN,NAN,NAN
cement (plastered),wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
wood planks / shingles,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stone with lime / cement,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
other,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
reused wood,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
plywood,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
cement blocks / concrete (note plastered),wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
stone with mud,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
no walls,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
dirt,wall,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
carpet (linoleum/rubber),floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
cement / concrete,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
carpet (wollen/synthetic),floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
NAN,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
wood planks,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
ceramic tiles / marble tiles / porcelain,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
other,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
terrazzo,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
natural floor,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
parquet or polished wood,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
missing,floor,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
sachet water,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,0,0
piped to neighbour,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,1,0
"piped into compound, yard or plot",water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,0,0
public tap / standpipe,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,1,0
piped into dwelling,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,0,0
bottled water,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,0,0
tanker-truck,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,1,1
protected well,water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,1,0
"tube well, borehole",water,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,1,0
ventilated improved pit latrine (vip),toilets,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,0,NAN,NAN
pit latrine without slab / open pit,toilets,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,1,NAN,NAN
NAN,toilets,Ghana (Accra)_MICS4_Datasets,,,,,FALSE,NAN,NAN,NAN
