Region,District,Sector/MDA/MMDA,Central GOG and CF: Comp of Emp,Central GOG and CF: Goods/Service,Central GOG and CF: Assets (Capital),Central GOG and CF: Total,IGF: Comp of Emp,IGF: Goods/Service,IGF: Assets (Capital),IGF: Total,Funds/Others: Comp of Emp,Funds/Others: Goods/Service,Funds/Others: Assets (Capital),Funds/Others: Total,Donor: Comp of Emp,Donor: Goods/Service,Donor: Assets (Capital),Donor: Total,Grand Total Less NREG / Statutory
Greater Accra Region,Ga-East,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,"Trade, Industry and Tourism","26,167",0,0,"26,167",0,"5,075",0,"5,075",0,0,0,0,0,0,0,0,"37,842"
Greater Accra Region,Ga-East,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Trade,"26,167",0,0,"26,167",0,"5,075",0,"5,075",0,0,0,0,0,0,0,0,"37,842"
Greater Accra Region,Ga-East,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Budget and Rating,"123,153","6,800",0,"129,953",0,"24,980",0,"24,980",0,0,0,0,0,0,0,0,"154,933"
Greater Accra Region,Ga-East,,"123,153","6,800",0,"129,953",0,"24,980",0,"24,980",0,0,0,0,0,0,0,0,"154,933"
Greater Accra Region,Ga-East,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-East,Transport,0,0,0,0,0,"7,450","5,000","12,450",0,0,0,0,0,0,0,0,"12,450"
Greater Accra Region,Ga-East,,0,0,0,0,0,"7,450","5,000","12,450",0,0,0,0,0,0,0,0,"12,450"
Greater Accra Region,Ga-East,Disaster Prevention,"859,312","23,000",0,"882,312",0,"5,210",0,"5,210",0,0,0,0,0,0,0,0,"887,522"
Greater Accra Region,Ga-East,,"859,312","23,000",0,"882,312",0,"5,210",0,"5,210",0,0,0,0,0,0,0,0,"887,522"
Greater Accra Region,Ga-East,Urban Roads,"138,089",0,"271,900","409,989",0,0,"100,300","100,300",0,0,0,0,0,0,"28,000","28,000","538,289"
Greater Accra Region,Ga-East,,"138,089",0,"271,900","409,989",0,0,"100,300","100,300",0,0,0,0,0,0,"28,000","28,000","538,289"
Greater Accra Region,Ga-East,Birth and Death,"17,118",0,0,"17,118",0,"4,630",0,"4,630",0,0,0,0,0,0,0,0,"21,748"
Greater Accra Region,Ga-East,,"17,118",0,0,"17,118",0,"4,630",0,"4,630",0,0,0,0,0,0,0,0,"21,748"
Greater Accra Region,Ga-South,Multi Sectoral,"2,181,604","708,657","3,514,157","6,404,419","962,932","1,204,053","316,302","2,483,287",0,0,0,"1,205,391",0,"349,976","7,488,702","7,838,677","17,998,334"
Greater Accra Region,Ga-South,Ga South Municipal-Weija,"2,181,604","708,657","3,514,157","6,404,419","962,932","1,204,053","316,302","2,483,287",0,0,0,"1,205,391",0,"349,976","7,488,702","7,838,677","17,998,334"
Greater Accra Region,Ga-South,Central Administration,"505,998","415,056","492,000","1,413,055","962,932","1,011,172",0,"1,974,104",0,0,0,"1,205,391",0,"321,189","1,983,000","2,304,189","6,896,739"
Greater Accra Region,Ga-South,Administration (Assembly Office),"505,998","415,056","492,000","1,413,055",0,"1,011,172",0,"1,011,172",0,0,0,"1,205,391",0,"321,189","1,983,000","2,304,189","5,933,806"
Greater Accra Region,Ga-South,Sub-Metros Administration,0,0,0,0,"962,932",0,0,"962,932",0,0,0,0,0,0,0,0,"962,932"
Greater Accra Region,Ga-South,Finance,0,0,0,0,0,"9,000",0,"9,000",0,0,0,0,0,0,0,0,"9,000"
Greater Accra Region,Ga-South,,0,0,0,0,0,"9,000",0,"9,000",0,0,0,0,0,0,0,0,"9,000"
Greater Accra Region,Ga-South,"Education, Youth and Sports",0,"15,000",0,"15,000",0,"3,840",0,"3,840",0,0,0,0,0,0,"406,673","406,673","425,513"
Greater Accra Region,Ga-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Education,0,"15,000",0,"15,000",0,"3,840",0,"3,840",0,0,0,0,0,0,"406,673","406,673","425,513"
Greater Accra Region,Ga-South,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Health,"397,531",0,"160,000","557,531",0,"16,000",0,"16,000",0,0,0,0,0,0,"684,012","684,012","1,257,544"
Greater Accra Region,Ga-South,Office of District Medical Officer of Health,0,0,"160,000","160,000",0,0,0,0,0,0,0,0,0,0,"684,012","684,012","844,012"
Greater Accra Region,Ga-South,Environmental Health Unit,"397,531",0,0,"397,531",0,"16,000",0,"16,000",0,0,0,0,0,0,0,0,"413,531"
Greater Accra Region,Ga-South,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Waste Management,"69,286","34,000","32,241","135,527",0,"44,000",0,"44,000",0,0,0,0,0,0,0,0,"179,527"
Greater Accra Region,Ga-South,,"69,286","34,000","32,241","135,527",0,"44,000",0,"44,000",0,0,0,0,0,0,0,0,"179,527"
Greater Accra Region,Ga-South,Agriculture,"384,856","36,945",0,"421,801",0,"9,000",0,"9,000",0,0,0,0,0,"28,787","99,850","128,637","559,438"
Greater Accra Region,Ga-South,,"384,856","36,945",0,"421,801",0,"9,000",0,"9,000",0,0,0,0,0,"28,787","99,850","128,637","559,438"
Greater Accra Region,Ga-South,Physical Planning,"69,475","51,344",702,"121,521",0,"37,100",0,"37,100",0,0,0,0,0,0,0,0,"158,621"
Greater Accra Region,Ga-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Town and Country Planning,"69,475","51,344",702,"121,521",0,"37,100",0,"37,100",0,0,0,0,0,0,0,0,"158,621"
Greater Accra Region,Ga-South,Parks and Gardens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Social Welfare & Community Development,"343,530","22,310",0,"365,840",0,"14,300",0,"14,300",0,0,0,0,0,0,0,0,"446,700"
Greater Accra Region,Ga-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Social Welfare,"145,057","15,369",0,"160,427",0,"8,300",0,"8,300",0,0,0,0,0,0,0,0,"235,287"
Greater Accra Region,Ga-South,Community Development,"198,472","6,941",0,"205,413",0,"6,000",0,"6,000",0,0,0,0,0,0,0,0,"211,413"
Greater Accra Region,Ga-South,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Works,"207,212","15,684","2,788,536","3,011,431",0,"9,000","172,002","181,002",0,0,0,0,0,0,"1,266,403","1,266,403","4,458,836"
Greater Accra Region,Ga-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Public Works,"192,280",0,"2,490,035","2,682,315",0,"9,000","172,002","181,002",0,0,0,0,0,0,"1,266,403","1,266,403","4,129,720"
Greater Accra Region,Ga-South,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Feeder Roads,"14,932","15,684","298,501","329,116",0,0,0,0,0,0,0,0,0,0,0,0,"329,116"
Greater Accra Region,Ga-South,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,"Trade, Industry and Tourism","34,395",0,0,"34,395",0,"8,200",0,"8,200",0,0,0,0,0,0,0,0,"42,595"
Greater Accra Region,Ga-South,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Trade,"34,395",0,0,"34,395",0,"3,100",0,"3,100",0,0,0,0,0,0,0,0,"37,495"
Greater Accra Region,Ga-South,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Tourism,0,0,0,0,0,"5,100",0,"5,100",0,0,0,0,0,0,0,0,"5,100"
Greater Accra Region,Ga-South,Budget and Rating,"64,571","104,688",0,"169,259",0,"5,240",0,"5,240",0,0,0,0,0,0,0,0,"174,499"
Greater Accra Region,Ga-South,,"64,571","104,688",0,"169,259",0,"5,240",0,"5,240",0,0,0,0,0,0,0,0,"174,499"
Greater Accra Region,Ga-South,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-South,Transport,"24,902",0,0,"24,902",0,0,0,0,0,0,0,0,0,0,0,0,"24,902"
Greater Accra Region,Ga-South,,"24,902",0,0,"24,902",0,0,0,0,0,0,0,0,0,0,0,0,"24,902"
Greater Accra Region,Ga-South,Disaster Prevention,0,0,0,0,0,"34,501",0,"34,501",0,0,0,0,0,0,0,0,"34,501"
Greater Accra Region,Ga-South,,0,0,0,0,0,"34,501",0,"34,501",0,0,0,0,0,0,0,0,"34,501"
Greater Accra Region,Ga-South,Urban Roads,"79,848","13,631","40,678","134,157",0,0,"140,000","140,000",0,0,0,0,0,0,"3,048,763","3,048,763","3,322,920"
Greater Accra Region,Ga-South,,"79,848","13,631","40,678","134,157",0,0,"140,000","140,000",0,0,0,0,0,0,"3,048,763","3,048,763","3,322,920"
Greater Accra Region,Ga-South,Birth and Death,0,0,0,0,0,"2,700","4,300","7,000",0,0,0,0,0,0,0,0,"7,000"
Greater Accra Region,Ga-South,,0,0,0,0,0,"2,700","4,300","7,000",0,0,0,0,0,0,0,0,"7,000"
Greater Accra Region,Ga-West,Multi Sectoral,"2,790,221","711,809","2,937,542","6,439,572","374,823","1,959,806","323,846","2,658,475",0,0,0,0,0,"161,237","2,160,236","2,321,473","11,542,220"
Greater Accra Region,Ga-West,Ga West Municipal - Amasaman,"2,790,221","711,809","2,937,542","6,439,572","374,823","1,959,806","323,846","2,658,475",0,0,0,0,0,"161,237","2,160,236","2,321,473","11,542,220"
Greater Accra Region,Ga-West,Central Administration,"675,230","309,503","1,099,318","2,084,051","332,663","1,775,206","215,000","2,322,869",0,0,0,0,0,"42,720","984,839","1,027,559","5,437,179"
Greater Accra Region,Ga-West,Administration (Assembly Office),"675,230","309,503","1,099,318","2,084,051","332,663","1,775,206","215,000","2,322,869",0,0,0,0,0,"42,720","984,839","1,027,559","5,437,179"
Greater Accra Region,Ga-West,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Finance,"188,883",0,0,"188,883","42,160","2,600",0,"44,760",0,0,0,0,0,0,0,0,"233,643"
Greater Accra Region,Ga-West,,"188,883",0,0,"188,883","42,160","2,600",0,"44,760",0,0,0,0,0,0,0,0,"233,643"
Greater Accra Region,Ga-West,"Education, Youth and Sports",0,"88,000","442,000","530,000",0,"38,000",0,"38,000",0,0,0,0,0,0,"574,226","574,226","1,262,226"
Greater Accra Region,Ga-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Education,0,"88,000","412,000","500,000",0,"28,000",0,"28,000",0,0,0,0,0,0,"574,226","574,226","1,222,226"
Greater Accra Region,Ga-West,Sports,0,0,0,0,0,"10,000",0,"10,000",0,0,0,0,0,0,0,0,"10,000"
Greater Accra Region,Ga-West,Youth,0,0,"30,000","30,000",0,0,0,0,0,0,0,0,0,0,0,0,"30,000"
Greater Accra Region,Ga-West,Health,"587,692","48,500","20,000","656,192",0,"23,000",0,"23,000",0,0,0,0,0,0,"80,000","80,000","759,192"
Greater Accra Region,Ga-West,Office of District Medical Officer of Health,0,"27,000","20,000","47,000",0,"10,000",0,"10,000",0,0,0,0,0,0,"80,000","80,000","137,000"
Greater Accra Region,Ga-West,Environmental Health Unit,"587,692","21,500",0,"609,192",0,"13,000",0,"13,000",0,0,0,0,0,0,0,0,"622,192"
Greater Accra Region,Ga-West,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Waste Management,0,"30,000",0,"30,000",0,"53,400",0,"53,400",0,0,0,0,0,0,0,0,"83,400"
Greater Accra Region,Ga-West,,0,"30,000",0,"30,000",0,"53,400",0,"53,400",0,0,0,0,0,0,0,0,"83,400"
Greater Accra Region,Ga-West,Agriculture,"217,411","74,017","14,990","306,418",0,0,0,0,0,0,0,0,0,"40,380",0,"40,380","346,798"
Greater Accra Region,Ga-West,,"217,411","74,017","14,990","306,418",0,0,0,0,0,0,0,0,0,"40,380",0,"40,380","346,798"
Greater Accra Region,Ga-West,Physical Planning,"204,935","13,344","94,000","312,279",0,"13,500",0,"13,500",0,0,0,0,0,0,"413,000","413,000","738,779"
Greater Accra Region,Ga-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Town and Country Planning,"153,766","13,344","89,000","256,110",0,"11,500",0,"11,500",0,0,0,0,0,0,"413,000","413,000","680,610"
Greater Accra Region,Ga-West,Parks and Gardens,"51,169",0,"5,000","56,169",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"58,169"
Greater Accra Region,Ga-West,Social Welfare & Community Development,"260,574","30,887",0,"291,461",0,"3,500",0,"3,500",0,0,0,0,0,0,0,0,"294,961"
Greater Accra Region,Ga-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Social Welfare,"116,852","21,285",0,"138,137",0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"140,137"
Greater Accra Region,Ga-West,Community Development,"143,722","9,602",0,"153,324",0,"1,500",0,"1,500",0,0,0,0,0,0,0,0,"154,824"
Greater Accra Region,Ga-West,Natural Resource Conservation,0,0,"15,000","15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Greater Accra Region,Ga-West,,0,0,"15,000","15,000",0,0,0,0,0,0,0,0,0,0,0,0,"15,000"
Greater Accra Region,Ga-West,Works,"320,356","45,251","590,846","956,453",0,"4,500","108,846","113,346",0,0,0,0,0,"13,137","58,975","72,112","1,141,911"
Greater Accra Region,Ga-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Public Works,"306,184","30,000",0,"336,184",0,"4,500",0,"4,500",0,0,0,0,0,0,0,0,"340,684"
Greater Accra Region,Ga-West,Water,0,"10,000","530,000","540,000",0,0,0,0,0,0,0,0,0,"13,137","58,975","72,112","612,112"
Greater Accra Region,Ga-West,Feeder Roads,"14,173","5,251","60,846","80,270",0,0,"108,846","108,846",0,0,0,0,0,0,0,0,"189,116"
Greater Accra Region,Ga-West,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,"Trade, Industry and Tourism",0,"12,000",0,"12,000",0,0,0,0,0,0,0,0,0,0,0,0,"12,000"
Greater Accra Region,Ga-West,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Trade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Cottage Industry,0,"12,000",0,"12,000",0,0,0,0,0,0,0,0,0,0,0,0,"12,000"
Greater Accra Region,Ga-West,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Budget and Rating,"87,318","11,000",0,"98,318",0,"24,600",0,"24,600",0,0,0,0,0,0,0,0,"122,918"
Greater Accra Region,Ga-West,,"87,318","11,000",0,"98,318",0,"24,600",0,"24,600",0,0,0,0,0,0,0,0,"122,918"
Greater Accra Region,Ga-West,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Ga-West,Transport,"32,050",0,"25,000","57,050",0,0,0,0,0,0,0,0,0,"65,000",0,"65,000","122,050"
Greater Accra Region,Ga-West,,"32,050",0,"25,000","57,050",0,0,0,0,0,0,0,0,0,"65,000",0,"65,000","122,050"
Greater Accra Region,Ga-West,Disaster Prevention,0,"20,000",0,"20,000",0,"15,900",0,"15,900",0,0,0,0,0,0,"49,196","49,196","85,096"
Greater Accra Region,Ga-West,,0,"20,000",0,"20,000",0,"15,900",0,"15,900",0,0,0,0,0,0,"49,196","49,196","85,096"
Greater Accra Region,Ga-West,Urban Roads,"202,159","29,307","636,388","867,854",0,0,0,0,0,0,0,0,0,0,0,0,"867,854"
Greater Accra Region,Ga-West,,"202,159","29,307","636,388","867,854",0,0,0,0,0,0,0,0,0,0,0,0,"867,854"
Greater Accra Region,Ga-West,Birth and Death,"13,612",0,0,"13,612",0,"5,600",0,"5,600",0,0,0,0,0,0,0,0,"19,212"
Greater Accra Region,Ga-West,,"13,612",0,0,"13,612",0,"5,600",0,"5,600",0,0,0,0,0,0,0,0,"19,212"
Greater Accra Region,Kpong-Katamanso,Multi Sectoral,"1,694,174","885,743","3,608,956","6,188,872","495,186","2,600,193","2,557,011","5,652,389",0,0,0,0,0,"48,640","552,980","601,620","12,442,882"
Greater Accra Region,Kpong-Katamanso,Kpone Katamanso -Kpone,"1,694,174","885,743","3,608,956","6,188,872","495,186","2,600,193","2,557,011","5,652,389",0,0,0,0,0,"48,640","552,980","601,620","12,442,882"
Greater Accra Region,Kpong-Katamanso,Central Administration,"936,994","185,552","1,768,956","2,891,502","495,186","2,219,909","1,997,245","4,712,339",0,0,0,0,0,"48,640","400,980","449,620","8,053,461"
Greater Accra Region,Kpong-Katamanso,Administration (Assembly Office),"936,994","185,552","1,768,956","2,891,502","495,186","2,219,909","1,997,245","4,712,339",0,0,0,0,0,"48,640","400,980","449,620","8,053,461"
Greater Accra Region,Kpong-Katamanso,Sub-Metros Administration,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Finance,0,0,0,0,0,"19,030",0,"19,030",0,0,0,0,0,0,0,0,"19,030"
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,"19,030",0,"19,030",0,0,0,0,0,0,0,0,"19,030"
Greater Accra Region,Kpong-Katamanso,"Education, Youth and Sports",0,"602,083","1,090,000","1,692,083",0,"72,790","386,000","458,790",0,0,0,0,0,0,0,0,"2,150,873"
Greater Accra Region,Kpong-Katamanso,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Education,0,"602,083","1,090,000","1,692,083",0,"70,790","386,000","456,790",0,0,0,0,0,0,0,0,"2,148,873"
Greater Accra Region,Kpong-Katamanso,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Youth,0,0,0,0,0,"2,000",0,"2,000",0,0,0,0,0,0,0,0,"2,000"
Greater Accra Region,Kpong-Katamanso,Health,0,"31,137","520,000","551,137",0,"33,400","50,000","83,400",0,0,0,0,0,0,"152,000","152,000","786,537"
Greater Accra Region,Kpong-Katamanso,Office of District Medical Officer of Health,0,"31,137","520,000","551,137",0,"8,000","50,000","58,000",0,0,0,0,0,0,"152,000","152,000","761,137"
Greater Accra Region,Kpong-Katamanso,Environmental Health Unit,0,0,0,0,0,"25,400",0,"25,400",0,0,0,0,0,0,0,0,"25,400"
Greater Accra Region,Kpong-Katamanso,Hospital services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Waste Management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Agriculture,"208,812","14,951",0,"223,763",0,"56,699",0,"56,699",0,0,0,0,0,0,0,0,"280,462"
Greater Accra Region,Kpong-Katamanso,,"208,812","14,951",0,"223,763",0,"56,699",0,"56,699",0,0,0,0,0,0,0,0,"280,462"
Greater Accra Region,Kpong-Katamanso,Physical Planning,"56,314",0,0,"56,314",0,"40,100","8,000","48,100",0,0,0,0,0,0,0,0,"104,414"
Greater Accra Region,Kpong-Katamanso,Office of Departmental Head,"56,314",0,0,"56,314",0,0,0,0,0,0,0,0,0,0,0,0,"56,314"
Greater Accra Region,Kpong-Katamanso,Town and Country Planning,0,0,0,0,0,"27,800","4,000","31,800",0,0,0,0,0,0,0,0,"31,800"
Greater Accra Region,Kpong-Katamanso,Parks and Gardens,0,0,0,0,0,"12,300","4,000","16,300",0,0,0,0,0,0,0,0,"16,300"
Greater Accra Region,Kpong-Katamanso,Social Welfare & Community Development,"316,840","52,020",0,"368,860",0,"24,785",0,"24,785",0,0,0,0,0,0,0,0,"393,645"
Greater Accra Region,Kpong-Katamanso,Office of Departmental Head,"135,803",0,0,"135,803",0,0,0,0,0,0,0,0,0,0,0,0,"135,803"
Greater Accra Region,Kpong-Katamanso,Social Welfare,"181,038","45,394",0,"226,432",0,"15,800",0,"15,800",0,0,0,0,0,0,0,0,"242,232"
Greater Accra Region,Kpong-Katamanso,Community Development,0,"6,626",0,"6,626",0,"8,985",0,"8,985",0,0,0,0,0,0,0,0,"15,611"
Greater Accra Region,Kpong-Katamanso,Natural Resource Conservation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Works,"168,298",0,"200,000","368,298",0,"41,000","115,766","156,766",0,0,0,0,0,0,0,0,"525,064"
Greater Accra Region,Kpong-Katamanso,Office of Departmental Head,"168,298",0,"200,000","368,298",0,"41,000","115,766","156,766",0,0,0,0,0,0,0,0,"525,064"
Greater Accra Region,Kpong-Katamanso,Public Works,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Feeder Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Rural Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,"Trade, Industry and Tourism","6,916",0,0,"6,916",0,"8,700",0,"8,700",0,0,0,0,0,0,0,0,"15,616"
Greater Accra Region,Kpong-Katamanso,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Trade,"6,916",0,0,"6,916",0,"8,700",0,"8,700",0,0,0,0,0,0,0,0,"15,616"
Greater Accra Region,Kpong-Katamanso,Cottage Industry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Tourism,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Budget and Rating,0,0,0,0,0,"57,680",0,"57,680",0,0,0,0,0,0,0,0,"57,680"
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,"57,680",0,"57,680",0,0,0,0,0,0,0,0,"57,680"
Greater Accra Region,Kpong-Katamanso,Legal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Transport,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Disaster Prevention,0,0,"30,000","30,000",0,"26,100",0,"26,100",0,0,0,0,0,0,0,0,"56,100"
Greater Accra Region,Kpong-Katamanso,,0,0,"30,000","30,000",0,"26,100",0,"26,100",0,0,0,0,0,0,0,0,"56,100"
Greater Accra Region,Kpong-Katamanso,Urban Roads,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,Birth and Death,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong-Katamanso,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,Kpong_Katamanso,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR,ERR
Greater Accra Region,La-Dadekotopon,Multi Sectoral,"1,782,911","1,440,378","3,903,430","7,126,719","800,590","2,842,528","1,161,831","4,804,949",0,0,0,0,0,"248,640","1,708,091","1,956,731","13,980,501"
Greater Accra Region,La-Dadekotopon,La Dade-Kotopon-La,"1,782,911","1,440,378","3,903,430","7,126,719","800,590","2,842,528","1,161,831","4,804,949",0,0,0,0,0,"248,640","1,708,091","1,956,731","13,980,501"
Greater Accra Region,La-Dadekotopon,Administration,"501,890","818,201","520,600","1,840,691","800,590","2,014,528","344,680","3,159,798",0,0,0,0,0,"48,640",0,"48,640","5,141,232"
Greater Accra Region,La-Dadekotopon,Administration (Assembly Office),"501,890","818,201","520,600","1,840,691","800,590","1,984,528","314,680","3,099,798",0,0,0,0,0,"48,640",0,"48,640","5,081,232"
Greater Accra Region,La-Dadekotopon,Sub Struct,0,0,0,0,0,"30,000","30,000","60,000",0,0,0,0,0,0,0,0,"60,000"
Greater Accra Region,La-Dadekotopon,Finance,"167,956",0,0,"167,956",0,"90,000","25,000","115,000",0,0,0,0,0,0,0,0,"282,956"
Greater Accra Region,La-Dadekotopon,Municipal Finance Department,"167,956",0,0,"167,956",0,"90,000","25,000","115,000",0,0,0,0,0,0,0,0,"282,956"
Greater Accra Region,La-Dadekotopon,"Education, Youth and Sports",0,"30,000",0,"30,000",0,"40,000","10,000","50,000",0,0,0,0,0,0,0,0,"80,000"
Greater Accra Region,La-Dadekotopon,Office of Departmental Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,La-Dadekotopon,Education,0,"30,000",0,"30,000",0,"40,000","10,000","50,000",0,0,0,0,0,0,0,0,"80,000"
Greater Accra Region,La-Dadekotopon,Sports,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,La-Dadekotopon,Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Greater Accra Region,La-Dadekotopon,Health,"155,936","28,517",0,"184,453",0,"110,000","40,000","150,000",0,0,0,0,0,0,0,0,"334,453"
Greater Accra Region,La-Dadekotopon,Office of Municipal Medical Officer of Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
