Revenue/Expenditure,Budget Type,District,Government,Value,Workplan,Year,Vote,Revenue Source
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kotido District,District Government,"197,208",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"232,548",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"389,900",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Other Transfers from Central Government
Revenue,Recurrent Revenues,Kotido District,District Government,"140,562",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"126,583",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"18,818",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"35,459",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"18,512",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"28,286",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"153,930",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"154,273",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kotido District,District Government,"4,013",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Development Revenues,Kotido District,District Government,"126,088",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"173,659",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,0,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,LGMSD (Former LGDP)
Revenue,Development Revenues,Kotido District,District Government,"66,854",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,LGMSD (Former LGDP)
Revenue,Development Revenues,Kotido District,District Government,"361,800",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,,Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Donor Funding
Expenditure,Recurrent Expenditure,Kotido District,District Government,"225,132",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"269,584",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"304,549",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Non Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"311,577",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Non Wage
Expenditure,Development Expenditure,Kotido District,District Government,101353.532,Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"240,513",Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"361,800",Workplan 1a: Administration,2012/13 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 1a: Administration,2013/14 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,"1,289,405",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Function Cost (UShs '000)
Expenditure,Development Expenditure,Kotido District,District Government,"821,674",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Function Cost (UShs '000)
Expenditure,Development Expenditure,Kotido District,District Government,"1,289,405",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Cost of Workplan (UShs '000):
Expenditure,Development Expenditure,Kotido District,District Government,"821,674",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Cost of Workplan (UShs '000):
Revenue,Recurrent Revenues,Kotido District,District Government,"89,340",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"89,174",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"116,063",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"101,164",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"72,610",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"37,168",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"6,653",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"6,531",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"44,327",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"45,342",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"33,787",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kotido District,District Government,"21,962",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Development Revenues,Kotido District,District Government,"7,187",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"8,982",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"70,481",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,District Equalisation Grant
Revenue,Development Revenues,Kotido District,District Government,"73,072",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,District Equalisation Grant
Revenue,Development Revenues,Kotido District,District Government,"402,904",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Function Cost (UShs '000)
Revenue,Development Revenues,Kotido District,District Government,"383,395",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Function Cost (UShs '000)
Revenue,Development Revenues,Kotido District,District Government,"402,904",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Cost of Workplan (UShs '000):
Revenue,Development Revenues,Kotido District,District Government,"383,395",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Cost of Workplan (UShs '000):
Expenditure,Recurrent Expenditure,Kotido District,District Government,"114,106",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"118,688",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"229,569",Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Non Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"182,653",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Non Wage
Expenditure,Development Expenditure,Kotido District,District Government,19217.195,Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"82,054",Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 2: Finance,2012/13 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 2: Finance,2013/14 Approved Budget,Vote: 528,Donor Development
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kotido District,District Government,"29,645",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"24,685",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"56,639",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"49,118",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"26,067",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"29,440",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"28,020",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"28,261",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"103,960",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kotido District,District Government,"107,640",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional transfers to Salary and Gratuity for LG ele
Revenue,Recurrent Revenues,Kotido District,District Government,"19,754",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kotido District,District Government,"12,228",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional transfers to DSC Operational Costs
Revenue,Recurrent Revenues,Kotido District,District Government,"54,240",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kotido District,District Government,"56,640",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional transfers to Councillors allowances and Ex
Revenue,Recurrent Revenues,Kotido District,District Government,"99,440",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kotido District,District Government,"61,501",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional transfers to Contracts Committee/DSC/PA
Revenue,Recurrent Revenues,Kotido District,District Government,"33,771",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kotido District,District Government,"21,961",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional Grant to PAF monitoring
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Conditional Grant to DSC Chairs’ Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"23,400",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Conditional Grant to DSC Chairs’ Salaries
Revenue,Development Revenues,Kotido District,District Government,"4,724",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"1,500",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Expenditure,Recurrent Expenditure,Kotido District,District Government,"133,605",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"155,725",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"246,760",Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Non Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"259,149",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Non Wage
Expenditure,Development Expenditure,Kotido District,District Government,4723.445,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"1,500",Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 3: Statutory Bodies,2012/13 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 3: Statutory Bodies,2013/14 Approved Budget,Vote: 528,Donor Development
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Unspent balances - Other Government Transfers
Revenue,Recurrent Revenues,Kotido District,District Government,"83,879",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"91,070",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"138,435",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,NAADS (Districts) - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"2,455",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"14,524",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"5,103",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"11,283",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"15,580",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"5,893",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"5,891",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"174,393",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kotido District,District Government,"129,300",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Conditional transfers to Production and Marketing
Revenue,Recurrent Revenues,Kotido District,District Government,"23,348",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Conditional Grant to Agric. Ext Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"58,278",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Conditional Grant to Agric. Ext Salaries
Revenue,Development Revenues,Kotido District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kotido District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kotido District,District Government,0,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"26,445",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"30,054",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,"622,933",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Conditional Grant for NAADS
Revenue,Development Revenues,Kotido District,District Government,"527,715",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Conditional Grant for NAADS
Expenditure,Recurrent Expenditure,Kotido District,District Government,"83,879",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"287,783",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"129,244",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Non Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"170,397",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Non Wage
Expenditure,Development Expenditure,Kotido District,District Government,614981.933,Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"554,160",Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"29,891",Workplan 4: Production and Marketing,2012/13 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,0,Workplan 4: Production and Marketing,2013/14 Approved Budget,Vote: 528,Donor Development
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Urban Equalisation Grant 
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Urban Equalisation Grant 
Revenue,Recurrent Revenues,Kotido District,District Government,"24,095",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"29,233",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"72,948",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"85,444",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"783,682",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"1,125,568",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Conditional Grant to PHC Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"132,412",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kotido District,District Government,"132,412",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Conditional Grant to PHC- Non wage
Revenue,Recurrent Revenues,Kotido District,District Government,"137,551",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Conditional Grant to NGO Hospitals
Revenue,Recurrent Revenues,Kotido District,District Government,"137,551",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Conditional Grant to NGO Hospitals
Revenue,Development Revenues,Kotido District,District Government,0,Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kotido District,District Government,,Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Unspent balances - Conditional Grants
Revenue,Development Revenues,Kotido District,District Government,"4,383",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"41,590",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"289,302",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,"162,000",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,"447,585",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Conditional Grant to PHC - development
Revenue,Development Revenues,Kotido District,District Government,"434,031",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Conditional Grant to PHC - development
Expenditure,Recurrent Expenditure,Kotido District,District Government,"783,682",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"1,125,568",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"366,995",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Non Wage
Expenditure,Recurrent Expenditure,Kotido District,District Government,"384,640",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Non Wage
Expenditure,Development Expenditure,Kotido District,District Government,359455.484,Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"470,621",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Domestic Development
Expenditure,Development Expenditure,Kotido District,District Government,"289,302",Workplan 5: Health,2012/13 Approved Budget,Vote: 528,Donor Development
Expenditure,Development Expenditure,Kotido District,District Government,"167,000",Workplan 5: Health,2013/14 Approved Budget,Vote: 528,Donor Development
Revenue,Recurrent Revenues,Kotido District,District Government,"64,415",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"65,814",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Transfer of District Unconditional Grant - Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"1,769",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"14,150",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Recurrent Revenues,Kotido District,District Government,"2,235",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"7,951",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Locally Raised Revenues
Revenue,Recurrent Revenues,Kotido District,District Government,"195,472",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"191,219",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Hard to reach allowances
Revenue,Recurrent Revenues,Kotido District,District Government,"13,112",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"13,412",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,District Unconditional Grant - Non Wage
Revenue,Recurrent Revenues,Kotido District,District Government,"3,535",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kotido District,District Government,"8,141",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional transfers to School Inspection Grant
Revenue,Recurrent Revenues,Kotido District,District Government,"116,104",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Kotido District,District Government,"105,000",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Transfers for Primary Teachers Colleges
Revenue,Recurrent Revenues,Kotido District,District Government,"40,057",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"272,978",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to Tertiary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"147,592",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"159,308",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to Secondary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"161,721",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kotido District,District Government,"238,118",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to Secondary Education
Revenue,Recurrent Revenues,Kotido District,District Government,"933,140",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"1,026,434",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to Primary Salaries
Revenue,Recurrent Revenues,Kotido District,District Government,"105,603",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to Primary Education
Revenue,Recurrent Revenues,Kotido District,District Government,"115,531",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to Primary Education
Revenue,Development Revenues,Kotido District,District Government,"5,302",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"97,769",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Multi-Sectoral Transfers to LLGs
Revenue,Development Revenues,Kotido District,District Government,"51,016",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,"259,145",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Donor Funding
Revenue,Development Revenues,Kotido District,District Government,"399,203",Workplan 6: Education,2012/13 Approved Budget,Vote: 528,Conditional Grant to SFG
Revenue,Development Revenues,Kotido District,District Government,"505,897",Workplan 6: Education,2013/14 Approved Budget,Vote: 528,Conditional Grant to SFG
