This document was exported from the paperMoney® platform which provides a simulated trading environment. All data contained herein is for educational and entertainment purposes only. TD Ameritrade its subsidiaries and/or affiliates are not responsible for the accuracy of any of these exported data.

Stock quote and option quote for AAPL on 9/17/14 16:11:16

UNDERLYING
LAST,LX,Net Chng,BID,BX,ASK,AX,Size,Volume,Open,High,Low
101.61,Q,+.75,101.61,Q,101.62,Q,15 x 31,"56,646,602",101.27,101.80,100.5922

UNDERLYING EXTRA INFO
Yield,PE,EPS,Div,Div.Freq,Ex Div.Date,52High,52Low,Shares,Beta
1.85%,16.34,6.22,.47,Q,8/7/14,103.74,63.9286,"5,987,867,000",.9006

SEP 14  (2)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,.08,C,0,.01,C,.05,C,DEC 14,150,48.65,A,48.85,A,51.10,C,0,,

JAN 15  (121)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,73.75,C,+1.35,73.70,C,73.90,C,JAN 15,27.86,0,H,.01,H,.01,C,-.01,,
,,70.35,M,0,73.00,C,73.20,C,JAN 15,28.57,0,Q,.01,Q,.01,H,0,,
,,69.50,C,0,72.30,C,72.45,C,JAN 15,29.29,0,W,.03,C,, ,,,
,,70.40,C,0,71.60,C,71.75,C,JAN 15,30,0,H,.01,H,.02,C,0,,
,,71.05,X,+2.60,70.85,C,71.05,C,JAN 15,30.71,0,W,.03,H,.03,M,0,,
,,70.35,N,-.70,70.15,X,70.30,C,JAN 15,31.43,0,W,.03,H,, ,,,
,,66.40,C,0,69.45,C,69.60,C,JAN 15,32.14,0,W,.03,C,.03,M,0,,
,,67.50,T,0,68.70,A,68.90,C,JAN 15,32.86,0,W,.03,C,.01,H,0,,
,,68.65,X,0,68.00,C,68.20,C,JAN 15,33.57,0,W,.03,C,.02,H,0,,
,,67.50,M,0,67.30,C,67.45,C,JAN 15,34.29,0,W,.03,C,.01,N,0,,
,,66.00,M,0,65.90,C,66.05,C,JAN 15,35.71,0,W,.03,C,.02,Z,0,,
,,64.45,Q,0,64.45,C,64.60,C,JAN 15,37.14,0,W,.03,C,.03,H,0,,
,,, ,,63.75,C,63.90,C,JAN 15,37.86,0,W,.04,C,.02,Q,0,,
,,59.85,Q,0,63.00,C,63.20,C,JAN 15,38.57,0,W,.03,I,.03,H,0,,
,,, ,,62.30,C,62.45,C,JAN 15,39.29,0,W,.03,I,.03,H,0,,
,,62.05,A,0,61.60,C,61.75,C,JAN 15,40,0,W,.03,X,.03,A,+.01,,
,,, ,,60.90,C,61.05,C,JAN 15,40.71,0,W,.03,H,.02,Q,0,,
,,56.57,I,0,60.15,C,60.35,C,JAN 15,41.43,.01,C,.03,H,.03,C,0,,
,,53.00,X,0,59.45,C,59.60,C,JAN 15,42.14,0,W,.04,C,.02,C,0,,
,,58.90,Q,+1.50,58.75,C,58.90,C,JAN 15,42.86,.01,C,.03,H,.04,Q,0,,
,,, ,,58.05,C,58.20,A,JAN 15,43.57,0,W,.05,C,.05,Z,0,,
,,55.70,M,0,57.30,C,57.45,C,JAN 15,44.29,.01,C,.05,C,.04,C,-.01,,
,,54.90,N,0,56.60,C,56.75,C,JAN 15,45,0,W,.04,C,.05,Z,0,,
,,56.20,M,0,55.90,C,56.05,C,JAN 15,45.71,0,W,.05,C,.05,M,0,,
,,52.05,C,0,55.20,C,55.35,C,JAN 15,46.43,.01,C,.05,C,.02,A,0,,
,,54.35,M,+.65,54.45,C,54.60,C,JAN 15,47.14,.01,Z,.05,C,.03,C,0,,
,,52.90,X,+1.55,53.75,C,53.90,C,JAN 15,47.86,.01,H,.05,C,.05,C,0,,
,,53.20,X,+3.10,53.05,C,53.20,C,JAN 15,48.57,.01,H,.05,C,.06,H,0,,
,,51.85,M,+2.65,52.30,C,52.45,A,JAN 15,49.29,.01,H,.06,C,.04,C,-.01,,
,,51.65,C,-.70,51.60,C,51.75,C,JAN 15,50,.03,Q,.05,C,.05,X,0,,
,,49.74,B,0,50.90,C,51.05,C,JAN 15,50.71,.01,H,.06,C,.07,N,0,,
,,50.25,C,+1.00,50.15,A,50.35,C,JAN 15,51.43,.02,A,.06,H,.05,C,0,,
,,48.80,C,0,49.45,C,49.65,C,JAN 15,52.14,.03,A,.06,H,.07,Z,0,,
,,49.34,C,0,48.75,C,48.90,C,JAN 15,52.86,.03,Q,.06,H,.08,Q,0,,
,,45.65,Q,0,48.05,C,48.20,C,JAN 15,53.57,.02,H,.06,C,.04,C,0,,
,,45.93,I,0,47.35,C,47.50,C,JAN 15,54.29,.03,A,.06,C,.05,C,0,,
,,46.35,A,0,46.60,C,46.80,C,JAN 15,55,.03,N,.07,C,.06,A,0,,
,,44.80,N,0,45.90,C,46.05,C,JAN 15,55.71,.03,H,.07,H,.04,C,0,,
,,43.40,C,0,45.20,C,45.35,C,JAN 15,56.43,.03,H,.07,H,.06,A,0,,
,,44.68,C,+.58,44.50,C,44.65,C,JAN 15,57.14,.03,H,.08,H,.08,C,0,,
,,42.05,M,0,43.75,C,43.90,C,JAN 15,57.86,.05,H,.08,C,.06,C,0,,
,,42.55,H,+.63,43.05,C,43.20,A,JAN 15,58.57,.06,C,.08,C,.07,A,+.01,,
,,41.00,H,0,42.35,C,42.50,C,JAN 15,59.29,.06,C,.09,C,.09,H,0,,
,,41.70,C,+1.18,41.60,A,41.80,C,JAN 15,60,.07,C,.09,C,.10,I,0,,
,,40.25,C,+.70,40.90,C,41.10,C,JAN 15,60.71,.07,C,.09,C,.09,Q,+.01,,
,,39.00,C,0,40.20,A,40.35,C,JAN 15,61.43,.07,M,.10,C,.09,C,+.01,,
,,38.82,I,0,39.50,A,39.65,X,JAN 15,62.14,.08,C,.10,C,.10,Z,0,,
,,40.05,A,0,38.80,A,38.95,A,JAN 15,62.86,.08,C,.11,C,.12,I,0,,
,,39.29,C,0,38.05,A,38.25,A,JAN 15,63.57,.09,C,.11,C,.11,C,0,,
,,36.75,X,-.25,37.35,C,37.50,A,JAN 15,64.29,.09,C,.12,C,.10,H,0,,
,,36.05,M,-.85,36.65,A,36.80,A,JAN 15,65,.10,C,.13,C,.09,H,0,,
,,34.50,H,0,35.95,C,36.10,A,JAN 15,65.71,.11,C,.13,C,.12,C,-.02,,
,,35.30,M,+1.35,35.25,C,35.40,A,JAN 15,66.43,.11,C,.14,H,.15,H,0,,
,,34.75,M,+1.54,34.50,A,34.65,C,JAN 15,67.14,.12,C,.15,C,.13,N,0,,
,,33.35,B,-.40,33.80,A,33.95,A,JAN 15,67.86,.13,C,.15,C,.15,B,-.02,,
,,33.15,M,+1.25,33.10,A,33.25,A,JAN 15,68.57,.14,C,.17,C,.16,C,-.01,,
,,31.15,A,0,32.40,A,32.55,A,JAN 15,69.29,.15,C,.18,C,.20,Q,0,,
,,31.55,T,+1.18,31.70,M,31.85,A,JAN 15,70,.17,M,.19,C,.18,I,0,,
,,30.40,X,+.10,31.00,A,31.15,A,JAN 15,70.71,.17,C,.20,C,.20,I,0,,
,,30.10,H,+.38,30.25,X,30.40,X,JAN 15,71.43,.18,C,.21,C,.20,Q,-.02,,
,,29.65,C,+1.74,29.55,A,29.70,A,JAN 15,72.14,.19,C,.22,C,.20,C,0,,
,,28.34,C,-.66,28.85,A,29.00,X,JAN 15,72.86,.21,Q,.23,C,.27,H,0,,
,,26.70,C,0,28.15,A,28.30,C,JAN 15,73.57,.22,C,.25,C,.21,X,0,,
,,27.30,T,+1.13,27.45,A,27.60,A,JAN 15,74.29,.24,Q,.27,C,.29,Q,0,,
,,26.75,Q,+.39,26.75,A,26.90,A,JAN 15,75,.25,A,.28,C,.28,C,-.06,,
,,24.85,Q,0,26.05,M,26.20,C,JAN 15,75.71,.27,C,.30,C,.34,N,0,,
,,25.12,C,-.52,25.35,A,25.50,A,JAN 15,76.43,.29,C,.32,A,.33,A,-.05,,
,,22.60,H,0,24.65,X,24.80,C,JAN 15,77.14,.32,Q,.33,N,.34,N,-.09,,
,,24.05,Q,0,23.95,X,24.10,X,JAN 15,77.86,.34,C,.38,C,.42,C,0,,
,,23.20,Q,+.28,23.25,X,23.40,A,JAN 15,78.57,.37,C,.40,A,.50,Q,0,,
,,22.16,C,0,22.60,T,22.75,A,JAN 15,79.29,.40,C,.44,A,.54,C,0,,
,,22.00,C,+.65,21.90,A,22.05,A,JAN 15,80,.44,C,.46,C,.44,B,-.10,,
,,21.15,H,+1.40,21.20,A,21.35,X,JAN 15,80.71,.47,C,.50,A,.53,I,+.03,,
,,20.50,N,+1.20,20.55,C,20.70,X,JAN 15,81.43,.52,C,.56,A,.54,C,-.16,,
,,19.44,C,+.75,19.85,A,20.00,A,JAN 15,82.14,.56,H,.60,A,.68,C,0,,
,,19.20,H,-.31,19.20,C,19.35,A,JAN 15,82.86,.63,H,.65,A,.64,C,-.11,,
,,18.60,Q,+.40,18.55,C,18.70,A,JAN 15,83.57,.68,C,.71,A,.81,A,0,,
,,18.00,Z,-.15,17.85,A,18.05,A,JAN 15,84.29,.75,I,.78,A,.77,Q,-.12,,
,,17.30,H,+.48,17.25,C,17.40,C,JAN 15,85,.82,C,.85,A,.82,C,-.15,,
,,16.55,H,+.30,16.60,A,16.75,C,JAN 15,85.71,.90,C,.93,H,.94,B,-.14,,
,,16.15,Q,+1.60,15.95,C,16.10,A,JAN 15,86.43,.98,C,1.02,H,1.07,X,-.13,,
,,15.34,C,+1.44,15.30,C,15.50,C,JAN 15,87.14,1.08,C,1.11,H,1.10,Q,-.17,,
,,14.74,I,+.19,14.70,C,14.85,A,JAN 15,87.86,1.19,C,1.22,H,1.24,N,-.41,,
,,13.79,C,-.01,14.10,C,14.25,A,JAN 15,88.57,1.31,H,1.33,H,1.31,C,-.22,,
,,13.49,C,+.09,13.50,C,13.60,N,JAN 15,89.29,1.42,C,1.45,N,1.50,C,-.16,,
,,12.85,Z,+.20,12.90,C,13.10,A,JAN 15,90,1.56,C,1.59,C,1.59,H,-.24,,
,,12.30,X,+.30,12.35,C,12.50,A,JAN 15,90.71,1.70,M,1.74,H,1.77,C,-.27,,
,,11.50,C,-.15,11.80,C,11.95,A,JAN 15,91.43,1.86,C,1.90,H,2.09,N,-.11,,
,,11.30,H,+.26,11.25,C,11.40,A,JAN 15,92.14,2.03,C,2.07,H,2.18,Q,-.16,,
,,10.81,X,+.31,10.70,C,10.80,C,JAN 15,92.86,2.23,C,2.26,H,2.38,Q,-.19,,
,,10.25,Q,+.30,10.20,C,10.35,C,JAN 15,93.57,2.41,C,2.46,H,2.66,N,-.10,,
,,9.75,Q,+.15,9.70,C,9.80,A,JAN 15,94.29,2.63,C,2.67,C,2.72,M,-.27,,
,,9.29,C,+.39,9.25,Q,9.30,A,JAN 15,95,2.85,C,2.90,H,2.87,A,-.36,,
,,8.75,H,+.15,8.75,C,8.85,C,JAN 15,95.71,3.10,C,3.15,A,3.15,H,-.35,,
,,8.31,A,+.06,8.25,C,8.40,A,JAN 15,96.43,3.35,C,3.40,C,3.85,M,0,,
,,7.65,C,-.04,7.85,X,7.95,A,JAN 15,97.14,3.60,C,3.70,C,3.70,A,-.30,,
,,7.35,Q,+.09,7.40,C,7.50,A,JAN 15,97.86,3.90,C,4.00,A,3.90,I,-.92,,
,,7.00,X,+.15,7.00,C,7.10,A,JAN 15,98.57,4.20,C,4.30,C,4.30,Z,-.40,,
,,6.63,C,+.08,6.60,C,6.65,H,JAN 15,99.29,4.50,C,4.60,A,4.65,C,-.35,,
,,6.25,Q,+.20,6.20,C,6.30,A,JAN 15,100,4.85,C,4.95,C,4.90,Z,-.50,,
,,5.93,B,+.08,5.85,C,5.95,C,JAN 15,100.71,5.15,C,5.30,A,5.19,I,-.56,,
,,5.53,A,+.18,5.50,C,5.60,C,JAN 15,101.43,5.55,C,5.65,A,5.70,H,-.80,,
,,5.15,N,+.14,5.15,C,5.25,A,JAN 15,102.14,5.90,C,6.00,A,5.94,I,-.51,,
,,4.88,I,+.08,4.80,C,4.90,A,JAN 15,102.86,6.30,C,6.45,C,6.35,C,-1.30,,
,,4.50,A,0,4.50,C,4.60,C,JAN 15,103.57,6.70,C,6.85,A,6.80,Q,-1.05,,
,,4.24,C,+.04,4.20,C,4.30,A,JAN 15,104.29,7.15,C,7.25,A,7.15,C,0,,
,,4.00,Q,+.12,3.95,C,4.05,C,JAN 15,105,7.60,C,7.70,C,7.60,M,-.65,,
,,3.75,Z,+.10,3.70,C,3.75,M,JAN 15,105.71,8.00,C,8.10,C,8.10,C,0,,
,,3.45,C,+.20,3.45,C,3.50,A,JAN 15,106.43,8.50,C,8.60,A,8.45,X,0,,
,,3.15,A,+.08,3.20,C,3.30,C,JAN 15,107.14,8.95,C,9.10,A,9.15,Q,0,,
,,3.05,Z,+.35,2.99,C,3.05,C,JAN 15,107.86,9.45,C,9.60,A,9.75,B,0,,
,,2.77,X,+.06,2.78,C,2.82,A,JAN 15,108.57,9.95,A,10.10,C,10.20,I,0,,
,,2.46,A,-.02,2.58,C,2.63,A,JAN 15,109.29,10.50,C,10.60,A,10.95,N,0,,
,,2.42,C,+.07,2.40,C,2.43,A,JAN 15,110,11.00,C,11.15,A,11.70,M,-.40,,
,,2.26,C,+.27,2.23,Q,2.27,M,JAN 15,110.71,11.55,C,11.65,C,13.25,H,0,,
,,2.05,Q,+.11,2.07,N,2.10,A,JAN 15,111.43,12.10,C,12.20,C,12.25,Z,+.10,,
,,1.92,Q,+.12,1.91,C,1.95,H,JAN 15,112.14,12.65,C,12.80,A,13.05,A,0,,
,,1.78,A,+.11,1.78,N,1.81,A,JAN 15,112.86,13.25,C,13.40,C,14.00,N,+.60,,
,,1.60,N,-.28,1.64,N,1.67,A,JAN 15,113.57,13.85,C,13.95,A,14.50,N,+.65,,
,,1.55,N,-.03,1.52,N,1.55,A,JAN 15,114.29,14.40,C,14.55,A,14.65,C,0,,
,,1.43,C,-.02,1.41,N,1.43,A,JAN 15,115,15.00,C,15.15,A,16.45,C,0,,
,,1.33,N,-.05,1.30,N,1.33,H,JAN 15,115.71,15.60,C,15.75,A,16.80,X,0,,
,,1.20,C,+.05,1.21,N,1.23,A,JAN 15,116.43,16.20,C,16.40,C,17.50,A,0,,
,,1.10,Q,-.02,1.12,N,1.14,A,JAN 15,117.14,16.85,C,17.00,A,19.55,C,0,,
,,1.03,N,-.22,1.03,N,1.06,C,JAN 15,117.86,17.50,C,17.65,C,18.55,A,0,,
,,.99,C,0,.96,N,.98,H,JAN 15,118.57,18.10,C,18.30,A,18.50,X,-2.15,,
,,.94,A,+.05,.88,C,.91,H,JAN 15,119.29,18.75,C,18.95,A,19.05,C,-.95,,
,,.83,I,-.07,.82,N,.84,H,JAN 15,120,19.40,C,19.60,A,19.50,T,-1.90,,
,,.76,C,0,.76,C,.79,A,JAN 15,120.71,20.05,A,20.25,A,20.70,A,+1.35,,
,,.73,C,+.03,.70,C,.73,H,JAN 15,121.43,20.75,A,20.90,A,21.45,A,-.70,,
,,.65,C,0,.65,N,.68,A,JAN 15,122.14,21.40,C,21.55,M,21.45,M,0,,
,,.61,C,0,.60,C,.63,H,JAN 15,122.86,22.05,M,22.25,A,21.90,A,0,,
,,.54,C,-.02,.51,C,.55,A,JAN 15,124.29,23.40,M,23.60,A,24.40,C,0,,
,,.46,Q,-.01,.44,C,.48,A,JAN 15,125.71,24.75,X,24.95,A,25.55,M,+1.00,,
,,.40,Q,-.01,.38,C,.41,H,JAN 15,127.14,26.15,X,26.30,A,26.85,H,0,,
,,.36,H,0,.34,C,.37,H,JAN 15,128.57,27.55,X,27.70,A,28.15,C,+2.00,,
,,.30,M,0,.29,C,.32,Z,JAN 15,130,28.90,M,29.05,A,30.20,Q,0,,
,,.34,I,0,.25,C,.28,N,JAN 15,131.43,30.30,A,30.45,X,30.25,H,0,,
,,.26,H,-.01,.22,X,.25,N,JAN 15,132.86,31.70,A,31.85,X,30.15,Z,0,,
,,.27,Q,0,.20,X,.23,A,JAN 15,134.29,33.10,A,33.30,A,33.85,X,0,,
,,.19,M,0,.17,C,.20,C,JAN 15,135.71,34.50,A,34.70,A,35.25,X,0,,
,,.20,Z,0,.16,C,.18,C,JAN 15,137.14,35.90,X,36.10,C,36.65,C,0,,
,,.19,N,0,.14,X,.16,N,JAN 15,138.57,37.30,M,37.50,C,38.35,N,0,,
,,.17,N,0,.12,C,.15,C,JAN 15,140,38.75,X,38.90,C,39.90,X,0,,
,,.12,M,0,.11,I,.14,A,JAN 15,141.43,40.15,X,40.35,A,40.15,C,-.75,,
,,.11,A,-.01,.10,I,.12,C,JAN 15,142.86,41.60,X,41.75,A,42.50,C,0,,
,,.09,B,-.04,.08,I,.11,A,JAN 15,144.29,43.00,A,43.15,H,43.50,X,0,,
,,.13,X,0,.07,C,.10,A,JAN 15,145.71,44.40,A,44.60,X,44.40,C,-.40,,
,,.07,B,-.05,.07,I,.09,A,JAN 15,147.14,45.85,C,46.00,A,46.45,C,0,,
,,.10,H,0,.06,X,.08,C,JAN 15,148.57,47.25,A,47.45,X,47.25,C,-.50,,
,,.06,A,-.03,.06,Q,.07,A,JAN 15,150,48.70,C,48.85,A,50.10,Q,0,,

JAN 15  (121)  10 (Mini)
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,54.50,A,0,54.35,A,54.70,N,JAN 15,47.14,0,B,.11,N,.05,H,0,,
,,55.00,A,0,52.90,A,53.30,A,JAN 15,48.57,0,Q,.12,A,, ,,,
,,51.40,Z,0,51.50,A,51.85,N,JAN 15,50,0,Q,.13,A,.05,A,0,,
,,41.20,X,0,50.75,A,51.15,A,JAN 15,50.71,0,Q,.13,A,, ,,,
,,43.40,H,0,50.05,N,50.45,A,JAN 15,51.43,0,Q,.12,N,.08,Q,0,,
,,42.95,N,0,49.35,N,49.75,A,JAN 15,52.14,0,Q,.13,A,, ,,,
,,46.26,I,0,48.60,N,49.00,A,JAN 15,52.86,0,Q,.12,N,.11,Q,0,,
,,46.50,A,0,47.90,A,48.30,A,JAN 15,53.57,0,Q,.13,A,.06,Z,0,,
,,48.00,A,0,47.20,A,47.60,A,JAN 15,54.29,0,Q,.12,N,.17,N,0,,
,,43.00,A,0,46.50,A,46.85,N,JAN 15,55,0,Q,.13,N,.11,A,0,,
,,42.78,X,0,45.80,A,46.15,A,JAN 15,55.71,0,Q,.13,N,.15,H,0,,
,,, ,,45.00,A,45.45,A,JAN 15,56.43,0,Q,.14,A,.13,H,0,,
,,44.14,I,-.38,44.35,N,44.75,A,JAN 15,57.14,.05,H,.14,N,.16,H,0,,
,,36.18,X,0,43.65,A,44.00,N,JAN 15,57.86,0,Q,.14,N,.07,I,0,,
,,36.50,N,0,42.90,A,43.30,A,JAN 15,58.57,0,Q,.15,A,, ,,,
,,42.80,Z,0,42.20,A,42.60,A,JAN 15,59.29,0,Q,.16,A,.18,X,0,,
,,42.25,A,0,41.50,N,41.90,A,JAN 15,60,0,Q,.16,A,.11,X,0,,
,,42.50,Z,0,40.80,N,41.20,A,JAN 15,60.71,0,Q,.16,A,.17,A,0,,
,,40.60,A,0,40.10,A,40.45,A,JAN 15,61.43,.01,N,.16,N,.17,N,0,,
,,38.60,Q,0,39.40,H,39.75,A,JAN 15,62.14,0,Q,.18,A,, ,,,
,,40.00,A,0,38.65,N,39.05,A,JAN 15,62.86,.05,Z,.18,A,.10,A,0,,
,,38.50,H,0,37.95,A,38.30,H,JAN 15,63.57,.01,A,.18,A,, ,,,
,,37.49,I,0,37.25,H,37.60,N,JAN 15,64.29,.03,N,.16,N,.12,Q,0,,
,,36.25,H,0,36.55,H,36.90,A,JAN 15,65,.04,N,.15,N,.35,X,0,,
,,35.00,N,0,35.80,A,36.20,A,JAN 15,65.71,.04,N,.15,N,.40,I,0,,
,,, ,,35.10,H,35.50,A,JAN 15,66.43,.06,X,.16,N,.14,X,0,,
,,32.90,N,0,34.40,A,34.75,X,JAN 15,67.14,.05,Z,.22,A,, ,,,
,,34.35,Z,0,33.70,H,34.05,N,JAN 15,67.86,.08,X,.17,N,.35,X,0,,
,,33.40,A,0,33.00,H,33.35,N,JAN 15,68.57,.08,I,.19,N,.42,H,0,,
,,29.13,I,0,32.25,N,32.65,A,JAN 15,69.29,.09,X,.20,I,.17,A,0,,
,,30.90,Z,0,31.55,N,31.95,A,JAN 15,70,.09,Z,.25,A,.38,X,0,,
,,30.55,I,+3.25,30.85,N,31.25,A,JAN 15,70.71,.11,X,.23,I,.18,H,0,,
,,29.80,I,+.19,30.15,N,30.55,A,JAN 15,71.43,.13,X,.25,N,.26,A,0,,
,,29.48,A,+3.63,29.45,N,29.80,X,JAN 15,72.14,.14,X,.27,N,.25,A,0,,
,,28.70,Z,0,28.75,H,29.15,A,JAN 15,72.86,.15,X,.28,N,.21,H,0,,
,,27.55,X,0,28.05,H,28.45,A,JAN 15,73.57,.17,X,.29,X,.71,X,0,,
,,24.20,B,0,27.35,H,27.70,N,JAN 15,74.29,.19,X,.31,N,.25,X,0,,
,,24.94,I,0,26.65,X,27.05,A,JAN 15,75,.21,X,.32,N,.43,H,0,,
,,25.25,H,0,25.95,H,26.30,H,JAN 15,75.71,.24,X,.33,N,.44,Q,0,,
,,22.00,Z,0,25.25,X,25.60,H,JAN 15,76.43,.26,X,.34,N,.33,Q,0,,
,,24.60,B,-.65,24.55,X,24.95,A,JAN 15,77.14,.27,Z,.42,Z,.47,A,0,,
,,23.78,I,-1.41,23.85,H,24.25,A,JAN 15,77.86,.32,Z,.38,Z,1.30,Q,0,,
,,23.20,Q,+.40,23.15,I,23.45,X,JAN 15,78.57,.35,N,.41,I,.63,Z,0,,
,,19.00,A,0,22.45,X,22.85,A,JAN 15,79.29,.38,N,.45,X,.64,A,0,,
,,21.32,I,+1.02,21.80,A,22.10,A,JAN 15,80,.42,I,.48,B,.60,Q,0,,
,,21.20,B,+.31,21.10,A,21.40,A,JAN 15,80.71,.46,I,.53,X,.76,X,0,,
,,21.15,H,0,20.40,A,20.75,A,JAN 15,81.43,.50,N,.57,X,.97,A,0,,
,,20.10,A,0,19.75,A,20.05,H,JAN 15,82.14,.53,I,.62,A,.91,A,0,,
,,20.05,A,0,19.05,A,19.40,A,JAN 15,82.86,.59,I,.68,I,1.03,A,0,,
,,17.50,Q,0,18.40,A,18.80,A,JAN 15,83.57,.66,N,.74,I,1.08,A,0,,
,,17.58,B,+.58,17.75,A,18.05,Z,JAN 15,84.29,.73,X,.81,I,.92,N,0,,
,,16.95,Q,+1.05,17.10,A,17.50,A,JAN 15,85,.79,I,.89,X,1.08,N,0,,
,,14.90,N,0,16.45,A,16.75,X,JAN 15,85.71,.88,N,.98,X,1.27,H,0,,
,,14.00,X,0,15.80,A,16.10,I,JAN 15,86.43,.96,X,1.07,X,1.53,A,0,,
,,13.30,A,0,15.20,X,15.50,Q,JAN 15,87.14,1.05,X,1.17,X,3.60,X,0,,
,,14.80,A,0,14.55,A,14.85,I,JAN 15,87.86,1.17,Z,1.28,X,1.88,A,0,,
,,14.80,H,0,13.95,A,14.30,A,JAN 15,88.57,1.29,N,1.40,X,1.36,I,0,,
,,12.49,B,0,13.35,A,13.70,A,JAN 15,89.29,1.42,I,1.53,X,1.60,A,-.41,,
,,12.55,X,0,12.80,I,13.10,A,JAN 15,90,1.56,A,1.67,X,1.84,A,0,,
,,12.90,Z,0,12.20,A,12.55,A,JAN 15,90.71,1.71,A,1.83,X,2.01,A,0,,
,,9.62,B,0,11.65,X,11.95,A,JAN 15,91.43,1.82,I,2.00,X,2.30,X,0,,
,,11.55,A,0,11.15,I,11.45,X,JAN 15,92.14,2.04,A,2.17,X,2.20,N,0,,
,,10.67,H,-.38,10.70,N,10.90,A,JAN 15,92.86,2.22,N,2.36,A,2.97,Z,0,,
,,10.25,Q,+1.50,10.20,A,10.35,A,JAN 15,93.57,2.42,A,2.55,X,2.55,Z,0,,
,,9.15,N,+.30,9.70,A,9.85,X,JAN 15,94.29,2.63,N,2.77,X,4.40,A,0,,
,,8.90,A,0,9.20,A,9.35,A,JAN 15,95,2.86,A,3.00,X,3.15,I,-.50,,
,,8.90,Q,0,8.70,N,8.90,A,JAN 15,95.71,3.05,N,3.25,A,3.75,A,0,,
,,8.54,I,0,8.25,N,8.40,A,JAN 15,96.43,3.35,N,3.50,X,4.32,X,0,,
,,7.70,H,+.65,7.85,N,7.95,A,JAN 15,97.14,3.60,N,3.80,A,4.06,B,0,,
,,8.03,B,0,7.35,N,7.55,X,JAN 15,97.86,3.90,N,4.10,A,4.40,X,0,,
,,7.10,A,+.35,7.00,N,7.10,X,JAN 15,98.57,4.20,N,4.40,A,5.20,Q,0,,
,,6.00,A,-.09,6.20,N,6.35,A,JAN 15,100,4.85,N,5.05,A,5.05,Z,0,,
,,4.05,A,+.50,3.95,N,4.05,A,JAN 15,105,7.60,N,7.80,A,7.75,A,0,,
,,2.36,A,+.06,2.40,N,2.46,A,JAN 15,110,11.00,N,11.25,A,, ,,,

APR 15  (211)  100
,,LAST,LX,Net Chng,BID,BX,ASK,AX,Exp,Strike,BID,BX,ASK,AX,LAST,LX,Net Chng,,
,,55.05,M,0,54.75,X,57.60,M,APR 15,45.71,0,W,.07,C,.01,C,0,,
,,, ,,53.30,M,56.85,M,APR 15,46.43,0,W,.08,C,.07,X,0,,
,,, ,,53.30,X,56.15,M,APR 15,47.14,0,W,.09,C,, ,,,
,,, ,,52.60,X,55.45,M,APR 15,47.86,0,W,.09,C,, ,,,
,,, ,,51.90,X,54.75,M,APR 15,48.57,.01,C,.10,C,, ,,,
,,51.30,C,0,50.45,M,54.00,M,APR 15,49.29,.01,C,.10,C,, ,,,
,,51.00,I,0,50.55,X,52.95,X,APR 15,50,.02,C,.10,C,.15,M,0,,
,,, ,,49.75,X,52.60,M,APR 15,50.71,.02,C,.11,C,, ,,,
,,, ,,48.35,M,51.90,M,APR 15,51.43,.02,C,.12,C,, ,,,
,,, ,,48.35,X,51.15,M,APR 15,52.14,.03,C,.12,C,, ,,,
,,, ,,46.90,M,50.45,M,APR 15,52.86,.03,C,.12,C,, ,,,
,,, ,,46.95,X,49.75,M,APR 15,53.57,.04,C,.13,C,, ,,,
,,, ,,45.45,M,49.00,M,APR 15,54.29,.04,C,.14,C,, ,,,
,,43.50,Q,0,45.55,X,47.95,X,APR 15,55,.05,C,.14,C,.11,C,0,,
,,, ,,44.05,M,47.60,M,APR 15,55.71,.06,C,.15,C,, ,,,
,,, ,,43.35,M,46.90,M,APR 15,56.43,.06,C,.16,C,.15,Q,0,,
,,, ,,43.30,X,46.20,M,APR 15,57.14,.07,C,.16,C,, ,,,
,,, ,,42.60,X,45.45,M,APR 15,57.86,.08,C,.17,C,, ,,,
,,, ,,41.20,M,44.75,M,APR 15,58.57,.09,C,.18,C,.15,B,0,,
,,, ,,41.30,X,44.05,M,APR 15,59.29,.10,C,.18,C,.19,Q,0,,
,,41.00,C,+.10,40.45,X,43.35,M,APR 15,60,.11,C,.19,C,.17,C,0,,
,,38.20,Q,0,39.75,X,42.60,M,APR 15,60.71,.12,C,.21,C,, ,,,
,,, ,,38.35,M,41.85,X,APR 15,61.43,.13,C,.22,C,, ,,,
,,, ,,38.45,X,41.20,M,APR 15,62.14,.15,C,.24,C,, ,,,
,,32.70,M,0,38.70,C,39.00,C,APR 15,62.86,.16,C,.24,C,.55,B,0,,
,,32.21,X,0,38.00,C,38.30,C,APR 15,63.57,.18,C,.25,C,.51,C,0,,
,,38.18,N,0,37.25,C,37.60,C,APR 15,64.29,.19,C,.27,C,.23,C,0,,
,,36.26,C,+.40,36.55,C,36.90,C,APR 15,65,.21,C,.29,C,.23,Q,0,,
